9.115176767047159956e+00 4.023566807175726012e+00 5.093459436554290676e-01 4.307278008908443923e-01 -1.068836567549880101e-02 -3.613526211466222549e-02 6.919264406744618512e-03 2.618029164985019586e-02 1.240306191990003803e-03 -8.722111576149105261e-03 3.232010694467990497e-03 9.413049658214336923e-04
-4.331275883032503771e-01 -9.936056396896617571e-01 -1.728401387881461915e-01 -2.727054642875916812e-01 6.083627548753156589e-02 1.402007241872649246e-02 7.722755926787450154e-03 1.300008378920747276e-03 -8.188469450045393616e-03 -2.276148320804305403e-03 1.767349538474679432e-03 -2.195410320602239271e-03
-2.166297110788946156e-01 -5.240359426541374432e-02 -1.093670480851471893e-02 -4.594093020788125870e-02 -5.367856711401275405e-03 2.299277827705470401e-02 -1.289820185127771301e-02 -3.141374223275095190e-03 5.321793055557688668e-03 1.242866657282792886e-03 -3.923812089399597580e-04 2.690688892059839299e-04
-4.631879807830046047e-01 -2.502922678126225264e+00 -7.383201221006956416e-01 -3.796649964665039789e-01 -2.436904588123667281e-02 2.608075964335654362e-03 2.359308263794712701e-03 -4.737034011607713091e-02 -4.340463540528083364e-04 2.097242406909810564e-02 -4.550438187475802643e-03 1.864072795488502798e-03
8.689291468090232229e-02 6.785735852417928982e-02 4.783884486711542650e-02 4.306146565589230590e-02 -1.979141768690872993e-02 -6.689418540405611679e-03 -1.884037425152640388e-03 -1.248842054494936349e-03 6.798399949481614968e-03 2.009040670408968055e-03 -3.716409694130770602e-04 8.938633101660074104e-04
7.263406381298409542e-03 2.246674076528165642e-02 2.933616706274122521e-03 8.444374420619737975e-03 -1.748114137185563521e-03 -7.466558785447219293e-04 -3.559267878707195187e-04 -2.180992894942335170e-04 -8.365666297627527559e-04 9.138241368839006284e-05 -2.677437568969001647e-04 3.432469820137543440e-04
2.810340915584674804e-02 6.984421182892219804e-03 4.548946817806154286e-04 3.677623472601254662e-03 8.913346912611253003e-04 2.407586720837961991e-03 7.928706516219241607e-04 -7.833229051595891335e-04 -3.107466027537697517e-03 5.172516576898988916e-04 -8.655531648096154163e-05 7.483659824581434528e-04
2.363645933678526490e-01 1.512675890586478999e-01 1.581450836404467708e-01 1.246696020475770439e-01 -2.658572735825215361e-02 -7.251673063016328413e-03 -9.406762276883640084e-03 1.181257323193629638e-03 3.644866496886278728e-03 -3.129797240465706509e-04 -2.284188049242151519e-03 1.663078587641128592e-03
2.410819663327856688e-02 7.227833480442313885e-02 1.646818715289222190e-02 2.263958898254436747e-02 -8.092509382533918938e-03 -2.630496039331298164e-03 7.731468919091044611e-03 4.372174518213367556e-03 -2.654150333556121177e-03 -3.456925568298234441e-03 -1.456356805711545022e-03 -3.074238758694084958e-03
3.864369007860659622e-01 4.753070142067201687e-01 3.873577326285868594e-01 2.976377893140123021e-01 2.686822580364633950e-02 -5.359952165665760049e-03 -1.260744144122316612e-02 4.194263835030440091e-02 3.011930346695890215e-03 -2.632288469371234230e-02 2.570248959034571179e-03 -5.357201250168232287e-03
