-5.480305402242633406e+00 3.461236297942654971e+01 -2.507251238296450779e+01 5.675496891908021091e+00 -3.302106854743204756e-01 9.049450160437104707e-01 2.247341382973352397e-01 6.506852163240128828e-02 -2.697605385997814964e-01 -2.087244235392221037e-01 9.654172417906033143e-02 -3.331694579237965553e-02 5.801350256041588188e-02 6.832123638125441045e-02 5.380179506202260875e-02 5.504205938295476941e-02 -1.364540750304848726e-01
2.406835022830641768e-02 2.771213322049529970e-01 -6.010275790879903157e-01 4.718416671311686517e-01 4.400463688837470411e-01 -2.895686942952691023e-01 -8.302510957997061292e-02 1.822944458555593450e-02 2.410219290453660158e-03 1.320850149373108476e-02 -3.020633247591465384e-02 2.876645076300711479e-02 1.231862941567267097e-02 2.203442172298571144e-02 2.288355713410559090e-03 3.601655296763545209e-03 -1.486058016087402848e-03
-8.038890723977375197e-02 -9.333573912968338993e-02 3.310962295916855536e-01 -1.960648495537440361e-01 -8.982929078399570777e-02 -7.421517972987808250e-03 -1.916103683686865705e-02 1.486548414235316397e-02 -1.478691712060297911e-02 -6.940192361900965334e-03 1.571221557829568724e-02 -4.011159968821145089e-03 -5.657630769244069782e-03 -9.636736265320242469e-04 2.907720652070417550e-03 2.127116913128529029e-03 3.356343745211771978e-03
1.797982272109552304e-02 5.675814139662125474e-02 -7.324467419193685103e-02 8.069569199865926634e-02 1.175118228593388658e-01 -9.677671510062846316e-02 -3.672766475027180316e-02 1.168914677356703950e-02 -4.994895256735876546e-03 -1.382817319832480539e-03 -1.672051922900868928e-03 3.696871332460350060e-03 4.280347257537870796e-04 3.519535703411834273e-03 -5.561367114037572357e-04 2.999255705578668559e-03 -1.625934155446919979e-03
1.323713636729685894e-01 1.975245386946075765e+00 -7.163517353425791212e-02 2.091885601571604081e+00 2.273649383643151278e+00 6.091138597142611300e-01 1.001425216667842649e-01 -4.949412673529212658e-01 3.056205806923232293e-01 3.317771445687243137e-01 1.280981261905832780e-01 1.933206966129009940e-01 -3.630898920500155724e-02 -7.011457664001399803e-02 9.637972811133610485e-02 -4.514923955552486989e-02 1.597547455596105559e-01
1.377262826956563227e-02 -3.873193209672039838e+00 5.597860789389760505e+00 -2.425795684591196544e+00 -1.114650530273439966e+00 1.241010389401390850e-02 -1.108215285497863162e-01 9.814579127144992809e-02 -7.569316511265006264e-02 -2.710912668222542274e-02 1.688891288534661445e-02 -4.041340605855056611e-02 -1.632416804491221068e-03 -2.918243590011288316e-02 -5.384527233494196263e-03 1.006863014774174621e-02 8.293713348921049038e-04
-8.074248939859662855e-02 -1.852293059299676137e-01 2.833248491826080850e-01 -2.469064644776926276e-01 -2.813237014280045023e-01 1.819099194934657993e-01 6.254475817057676690e-02 -6.754079137048126825e-03 4.789254110285194772e-03 -5.363944924754051810e-03 4.073638857485976407e-03 -4.711286923055568905e-03 -2.609913284935527593e-03 -4.844536525876580978e-03 -2.636214772339038866e-04 -6.984460013171231961e-04 2.346826248621473497e-04
2.522934094269774219e-01 1.611656221246456633e-01 -2.723416754493397374e-01 2.580647597978601993e-01 2.849824972153117697e-01 -1.936873843763654846e-01 -8.113042070345508061e-02 2.119485034084582498e-02 -9.184321507201305759e-03 9.468882544296442416e-04 6.699724262887652403e-03 4.386525526084283401e-03 -1.809891162943855778e-03 -3.206238467396422382e-05 1.475515424285962643e-03 2.017451023074688936e-04 5.303745896494879535e-03
2.778276524591590663e-02 4.195387878460977993e-02 -1.191091375939022229e-01 -2.608481998708121405e-02 -1.225096773479740636e-01 -1.012014540107697425e-02 -3.961308323051321995e-02 4.252022238044832203e-02 4.451446476905638466e-02 2.286529341949319200e-02 9.240668862739848805e-03 1.011917592346247251e-02 1.101999922139378302e-03 -1.360582253472014365e-03 -1.543895466355073819e-02 7.245430611111559546e-03 1.711699665588547331e-02
-1.097687141122200526e-02 -7.038569742314393807e+00 1.086363780595487150e+01 -4.769610587868179152e+00 -6.324050404829795191e-01 -7.604026980056368679e-01 -1.912686322940157155e-02 -2.017139471985766180e-02 4.330162431518535388e-02 4.625082171511572110e-02 -2.106005468009571613e-01 -1.149995338540820145e-01 1.574192252122943309e-02 -4.212369047121027749e-02 -1.404166498241173067e-01 -2.609091280410544278e-02 3.005658126268866831e-02
